,from_dest,co2_emissions,price,from_airport_code,dest_airport_code,distance
737,"YYZ,SGN",1785000.0,2468.5,YYZ,SGN,13922.080832636499
738,"SCL,BOM",2042000.0,3927.0,SCL,BOM,16082.83469344997
739,"SCL,BRU",1431000.0,2104.0,SCL,BRU,11903.698937800575
740,"SCL,AEP",552000.0,656.0,SCL,AEP,1147.2760627693297
741,"SCL,MXP",1464000.0,1750.0,SCL,MXP,11863.291308226977
742,"SCL,VIE",1399000.0,2520.0,SCL,VIE,12518.498423992398
743,"SCL,NBO",1925000.0,4149.0,SCL,NBO,11560.135483264932
744,"SCL,CTU",2202000.0,4301.0,SCL,CTU,19428.09089486385
745,"SCL,CMN",1460000.0,2341.0,SCL,CMN,9932.845210927948
746,"SCL,CNF",444000.0,548.0,SCL,CNF,3062.0530212261388
747,"SCL,SHA",2251000.0,4179.0,SCL,SHA,18850.609729312684
748,"SCL,PTY",642500.0,659.5,SCL,PTY,4808.610199786103
749,"SCL,CAN",2335000.0,5586.0,SCL,CAN,18833.790743280322
750,"SCL,HGH",2055000.0,3946.0,SCL,HGH,18898.792803745444
751,"SCL,LIS",1346000.0,2010.0,SCL,LIS,10234.826576353356
752,"SCL,PEK",2216000.0,4022.0,SCL,PEK,19023.7305436438
753,"SCL,CPH",1401000.0,2389.0,SCL,CPH,12631.908228201966
754,"SCL,SVO",1950000.0,4324.0,SCL,SVO,14123.761034111141
755,"SCL,PVG",2216000.0,5318.0,SCL,PVG,18805.967815582077
756,"SCL,JNB",2217000.0,4496.0,SCL,JNB,9210.307128598968
757,"SCL,ADD",1814000.0,4158.0,SCL,ADD,12369.687887835531
758,"SCL,BOG",649000.0,425.0,SCL,BOG,4250.684111154575
759,"SCL,MAD",1421000.0,1405.0,SCL,MAD,10718.411226580609
760,"SCL,MUC",1388000.0,2183.0,SCL,MUC,12214.692564886507
761,"SCL,CAI",1638000.0,2694.0,SCL,CAI,12830.298601393677
762,"SCL,BKK",2225000.0,3019.0,SCL,BKK,17661.890754483193
763,"SCL,DEL",2020000.0,2924.0,SCL,DEL,16919.716806520835
764,"SCL,FRA",1422000.0,2102.0,SCL,FRA,12101.372167873784
765,"SCL,DXB",1721000.0,3209.0,SCL,DXB,14773.715783441019
766,"SCL,CGK",2450000.0,4266.0,SCL,CGK,15612.54533354926
767,"SCL,ATH",1534000.0,2693.0,SCL,ATH,12578.440074974149
768,"SCL,MAN",1378000.0,2761.0,SCL,MAN,11676.887898914641
769,"SCL,NRT",1997000.0,2154.0,SCL,NRT,17161.090999638094
770,"SCL,BLR",2192500.0,3849.0,SCL,BLR,16118.031183964156
771,"SCL,LAX",1069000.0,764.5,SCL,LAX,8986.729073456605
772,"SCL,MEX",865000.0,648.0,SCL,MEX,6596.573380434044
773,"SCL,HND",2136500.0,3080.0,SCL,HND,17214.09421780017
774,"SCL,MCO",839000.0,737.0,SCL,MCO,6963.260510881147
775,"SCL,OSL",1464500.0,2281.0,SCL,OSL,12756.092359334318
776,"SCL,KUL",2362000.0,4257.0,SCL,KUL,16519.00785907089
777,"SCL,IAH",915000.0,1882.0,SCL,IAH,7505.495333906695
778,"SCL,MNL",2541000.0,4939.5,SCL,MNL,17601.173989775427
779,"SCL,AMS",1285000.0,1821.0,SCL,AMS,12003.173421446425
780,"SCL,SFO",1109000.0,863.0,SCL,SFO,9529.760733845396
781,"SCL,FCO",1466000.0,1754.0,SCL,FCO,11890.460242919338
782,"SCL,LIM",805000.0,591.0,SCL,LIM,2461.893077448355
783,"CAN,ALG",1423000.0,5023.0,CAN,ALG,10106.295444519732
784,"SCL,SIN",2458000.0,5088.0,SCL,SIN,16410.731048855374
785,"SCL,DOH",1728000.0,3112.0,SCL,DOH,14427.677968738895
786,"CAN,MEL",922000.0,3326.0,CAN,MEL,7548.481349240203
787,"SCL,ICN",1992000.0,2531.0,SCL,ICN,18391.648269078945
788,"CAN,GRU",2459500.0,5164.0,CAN,GRU,17952.75509407686
789,"SCL,DME",1899000.0,4892.0,SCL,DME,14147.137995013067
790,"SCL,CPT",2258000.0,5803.0,SCL,CPT,7966.652755253788
791,"SCL,TPE",2299000.0,2974.0,SCL,TPE,18528.78168448184
792,"CAN,YYZ",1556000.0,3181.0,CAN,YYZ,12441.30310875646
793,"SCL,ARN",1494000.0,2656.0,SCL,ARN,13091.825227794876
794,"SCL,SAW",1491000.0,3496.5,SCL,SAW,13131.76539214636
795,"CAN,SZX",235000.0,495.0,CAN,SZX,98.78346332878205
796,"CAN,XIY",168000.0,303.0,CAN,XIY,1306.0099789547617
797,"SCL,LGW",1534000.0,2026.0,SCL,LGW,11647.724466100615
798,"SCL,IST",1516000.0,2457.0,SCL,IST,13103.498337081124
799,"CAN,CGO",156000.0,306.0,CAN,CGO,1238.4155836321227
800,"SCL,ORD",993000.0,925.0,SCL,ORD,8561.359808877367
801,"CAN,DUB",1246000.0,1978.0,CAN,DUB,9695.71821877202
802,"SCL,PHX",1095000.0,816.0,SCL,PHX,8589.212645071619
803,"SCL,LHR",1456000.0,2012.0,SCL,LHR,11653.201756492143
804,"CAN,CDG",1223000.0,2784.0,CAN,CDG,9456.204035972369
805,"SCL,MIA",784000.0,736.0,SCL,MIA,6657.4900951261125
806,"SCL,ATL",920000.0,1044.0,SCL,ATL,7588.470329169975
807,"SCL,FLL",950000.0,764.0,SCL,FLL,6685.987818521545
808,"SCL,CLT",975000.0,716.0,SCL,CLT,7701.739587534009
809,"CAN,BOM",790000.0,3239.0,CAN,BOM,4204.284821272242
810,"SCL,ZRH",1390000.0,2752.0,SCL,ZRH,11956.044884474239
811,"SCL,SEA",1176000.0,1102.0,SCL,SEA,10352.719584332797
812,"CAN,MXP",1236000.0,2814.0,CAN,MXP,9226.1024400393
813,"CAN,SYD",928000.0,3298.0,CAN,SYD,7529.196850575046
814,"SCL,JFK",949000.0,845.5,SCL,JFK,8237.798546942948
815,"CAN,NBO",1174000.0,2072.0,CAN,NBO,8678.716078461135
816,"CAN,BRU",1179000.0,1415.0,CAN,BRU,9231.913618706545
817,"CAN,CMN",1426000.0,1578.0,CAN,CMN,11129.169250494842
818,"SCL,SGN",2409000.0,4522.0,SCL,SGN,17491.378398463083
819,"CAN,VCP",2807000.0,6533.0,CAN,VCP,18016.39688150764
820,"CAN,AEP",2329000.0,3490.0,CAN,AEP,18536.18063558663
821,"CAN,CTU",296500.0,662.0,CAN,CTU,1222.6284077580654
822,"CAN,PTY",1895000.0,3384.0,CAN,PTY,16150.741875335365
823,"CAN,VIE",1073000.0,2860.0,CAN,VIE,8569.864576963299
824,"CAN,SHA",198000.0,519.0,CAN,SHA,1175.5994647125106
825,"CAN,LIS",1286000.0,2755.0,CAN,LIS,10870.641196945502
826,"CAN,CNF",2192000.0,3765.0,CAN,CNF,17629.373158672523
827,"CAN,SCL",2303000.0,3245.0,CAN,SCL,18833.790743280322
828,"CAN,SVO",1099000.0,4657.0,CAN,SVO,7003.078080337046
829,"CAN,JNB",1258000.0,2270.0,CAN,JNB,10670.427757732517
830,"CAN,PEK",214000.0,408.0,CAN,PEK,1881.0350282686459
831,"CAN,HGH",276000.0,557.0,CAN,HGH,1038.3567130001136
832,"CAN,MAD",1320500.0,2710.0,CAN,MAD,10375.815470560678
833,"CAN,BKK",473500.0,1770.0,CAN,BKK,1706.1326410381603
834,"CAN,PVG",275000.0,523.0,CAN,PVG,1203.0866878533213
835,"CAN,DXB",829000.0,3182.0,CAN,DXB,5827.268727098622
836,"CAN,CPH",1118000.0,3212.0,CAN,CPH,8516.283412247267
837,"CAN,MAN",1222000.0,2197.0,CAN,MAN,9484.088035106974
838,"CAN,BOG",1998000.0,3362.0,CAN,BOG,16788.375689289867
839,"CAN,LAX",1394000.0,2910.0,CAN,LAX,11618.35644692327
840,"CAN,ADD",1055000.0,2279.0,CAN,ADD,8038.074893043311
841,"CAN,MUC",1210500.0,2282.0,CAN,MUC,8887.159818164891
842,"CAN,CAI",982000.0,3378.0,CAN,CAI,7991.463378202947
843,"CAN,MCO",1800000.0,3395.0,CAN,MCO,14043.959135087609
844,"CAN,FRA",1141000.0,3824.0,CAN,FRA,9019.890695297227
845,"CAN,DEL",810000.0,3448.0,CAN,DEL,3649.685111357817
846,"CAN,CGK",605000.0,1185.0,CAN,CGK,3360.6237450480576
847,"CAN,NRT",438000.0,1583.0,CAN,NRT,2944.4278124972384
848,"CAN,IAH",1602000.0,3350.0,CAN,IAH,13338.107276351437
849,"CAN,ATH",1135000.0,2852.5,CAN,ATH,8382.965806407632
850,"CAN,BLR",720000.0,2978.0,CAN,BLR,3912.655143284461
851,"CAN,SFO",1262000.0,2926.0,CAN,SFO,11080.377690572981
852,"CAN,MEX",1792000.0,4087.0,CAN,MEX,14098.442202266408
853,"CAN,HND",426000.0,1495.0,CAN,HND,2884.8710941709496
854,"CAN,OSL",1152000.0,3100.0,CAN,OSL,8415.807005546249
855,"CAN,KUL",361000.0,2041.0,CAN,KUL,2612.720853739523
856,"CAN,MNL",459000.0,1150.0,CAN,MNL,1277.9933840784893
857,"CTU,ALG",1433000.0,3915.0,CTU,ALG,8884.202133806702
858,"CAN,AMS",1208000.0,3498.0,CAN,AMS,9139.74623633995
859,"CTU,MEL",905000.0,1939.0,CTU,MEL,8697.440511425402
860,"CAN,LIM",2418000.0,3330.5,CAN,LIM,18338.857854226273
861,"CAN,FCO",1330000.0,2511.0,CAN,FCO,9155.264629137466
862,"CTU,GRU",2256000.0,4621.0,CTU,GRU,16988.794788389503
863,"CAN,SIN",469000.0,1805.0,CAN,SIN,2648.420817398125
864,"CAN,DOH",999000.0,2940.0,CAN,DOH,6196.903115640006
865,"CTU,YYZ",1542000.0,2550.0,CTU,YYZ,11750.198784236756
866,"CAN,DME",1457000.0,4474.0,CAN,DME,6974.803939656489
867,"CAN,ICN",435000.0,943.0,CAN,ICN,2005.4787591253646
868,"CAN,CPT",1329000.0,3726.0,CAN,CPT,11843.146676856866
869,"CTU,SZX",299000.0,627.0,CTU,SZX,1318.272030715979
870,"CAN,ARN",1198000.0,3143.0,CAN,ARN,8072.089663235993
871,"CAN,TPE",294000.0,464.0,CAN,TPE,825.856674992532
872,"CAN,IST",1190500.0,3266.0,CAN,IST,7882.105170696843
873,"CTU,XIY",315000.0,639.0,CTU,XIY,622.7660519319485
874,"CAN,SAW",1179000.0,2084.0,CAN,SAW,7847.528772202977
875,"CTU,CGO",141000.0,226.0,CTU,CGO,1025.0271024559277
876,"CAN,LHR",1228000.0,2755.0,CAN,LHR,9495.835463940748
877,"CAN,LGW",1134000.0,3746.0,CAN,LGW,9499.162658361807
878,"CAN,ATL",1712000.0,3427.0,CAN,ATL,13401.884596415968
879,"CTU,DUB",1321000.0,1701.0,CTU,DUB,8520.981047293088
880,"CTU,CDG",1273000.0,3866.0,CTU,CDG,8249.7018334922
881,"CAN,ORD",1593000.0,3351.0,CAN,ORD,12425.97895280929
882,"CAN,CLT",1826000.0,3427.0,CAN,CLT,13327.71381966656
883,"CAN,PHX",1480000.0,3097.0,CAN,PHX,12082.030879324799
884,"CTU,BOM",853000.0,2207.0,CTU,BOM,3372.011878663962
885,"CTU,MXP",1304000.0,2825.0,CTU,MXP,8006.859726663492
886,"CAN,MIA",1707500.0,3150.0,CAN,MIA,14353.62138379406
887,"CAN,SEA",1255000.0,2927.0,CAN,SEA,10377.929094453853
888,"CAN,JFK",1694000.0,2822.0,CAN,JFK,12857.474810874433
889,"CTU,NBO",1187000.0,2444.0,CTU,NBO,7903.205021043197
890,"CAN,FLL",1894000.0,3432.0,CAN,FLL,14327.56613141975
891,"CTU,CMN",1443000.0,1654.0,CTU,CMN,9906.580377150676
892,"CTU,PTY",1856000.0,8203.0,CTU,PTY,15591.906259677506
893,"CTU,LIS",1313000.0,1612.0,CTU,LIS,9653.714754643805
894,"CAN,ZRH",1214000.0,3206.0,CAN,ZRH,9147.525937353663
895,"CAN,SGN",470500.0,1878.0,CAN,SGN,1565.6125170492767
896,"CTU,SYD",955000.0,2112.0,CTU,SYD,8718.796684473235
897,"CTU,AEP",2081000.0,5595.0,CTU,AEP,18306.613428033113
898,"CTU,SVO",1090000.0,1602.0,CTU,SVO,5799.870264566607
899,"CTU,BRU",1190000.0,1491.0,CTU,BRU,8029.354629734704
900,"CTU,JNB",1196500.0,4207.0,CTU,JNB,10219.287906593821
901,"CTU,MAD",1337000.0,2005.0,CTU,MAD,9156.720992028277
902,"CTU,VIE",1277000.0,2870.0,CTU,VIE,7350.900188146953
903,"CTU,VCP",2594000.0,8862.0,CTU,VCP,17033.431360317427
904,"CTU,CNF",2283000.0,5195.0,CTU,CNF,16577.733674902272
905,"CTU,BKK",500000.0,1211.0,CTU,BKK,1907.2865797494699
906,"CTU,CAN",287000.0,571.0,CTU,CAN,1222.6284077580654
907,"CTU,SCL",2146000.0,3916.0,CTU,SCL,19428.09089486385
908,"CTU,PEK",184000.0,350.0,CTU,PEK,1556.0636495367119
909,"CTU,DXB",904000.0,2336.0,CTU,DXB,4774.045720277381
910,"CTU,SHA",340000.0,957.0,CTU,SHA,1659.0559626963172
911,"CTU,MAN",1095500.0,2742.5,CTU,MAN,8301.398515461948
912,"CTU,PVG",344000.0,863.0,CTU,PVG,1703.886492923019
913,"CTU,HGH",190500.0,394.0,CTU,HGH,1580.222375387982
914,"CTU,LAX",1393000.0,3423.0,CTU,LAX,11576.315951082934
915,"CTU,CPH",1260000.0,2551.0,CTU,CPH,7323.8643223527
916,"CTU,MCO",1684500.0,4077.0,CTU,MCO,13430.075042902628
917,"CTU,ADD",1432500.0,3820.5,CTU,ADD,7127.694980504706
918,"CTU,BOG",2308500.0,8870.0,CTU,BOG,16086.885736085018
919,"CTU,MUC",1249500.0,2539.0,CTU,MUC,7671.042964533191
920,"CTU,CAI",1177000.0,2671.0,CTU,CAI,6827.236763906934
921,"CTU,DEL",817000.0,3159.0,CTU,DEL,2599.5714855242163
922,"CTU,IAH",1554500.0,3758.0,CTU,IAH,12978.520752914857
923,"CTU,FRA",1247000.0,3868.0,CTU,FRA,7810.376867656882
924,"CTU,SFO",1330000.0,3448.0,CTU,SFO,11034.022173628631
925,"CTU,CGK",658500.0,1512.0,CTU,CGK,4091.492732695672
926,"CTU,ATH",1274000.0,3778.0,CTU,ATH,7171.210475533796
927,"CTU,BLR",899000.0,3397.5,CTU,BLR,3311.099789028616
928,"CTU,NRT",577000.0,2210.0,CTU,NRT,3420.2427953074643
929,"CTU,HND",588000.0,2451.0,CTU,HND,3365.8719558262396
930,"CTU,MEX",1732000.0,3474.0,CTU,MEX,13933.400123197793
931,"CTU,KUL",511000.0,1622.0,CTU,KUL,3103.8102632656564
932,"SZX,ALG",1324500.0,3367.0,SZX,ALG,10200.89503881149
933,"CTU,OSL",1336000.0,2864.0,CTU,OSL,7250.104035806677
934,"CTU,MNL",480500.0,1127.0,CTU,MNL,2496.6358494086576
935,"SZX,MEL",932000.0,2255.0,SZX,MEL,7450.170137582149
936,"CTU,AMS",1325000.0,3845.0,CTU,AMS,7942.059893052347
937,"CTU,FCO",1335000.0,2852.0,CTU,FCO,7932.667060779351
938,"SZX,GRU",2174000.0,4306.0,SZX,GRU,17997.23297708063
939,"CTU,LIM",2816000.0,6095.0,CTU,LIM,17948.79700432399
940,"CTU,SIN",518000.0,1532.0,CTU,SIN,3250.0436485534974
941,"CTU,DOH",1125000.0,2000.0,CTU,DOH,5130.872644702966
942,"SZX,YYZ",1463000.0,3305.0,SZX,YYZ,12514.365368149627
943,"SZX,CTU",299000.0,627.0,SZX,CTU,1318.272030715979
944,"CTU,DME",1255000.0,1980.0,CTU,DME,5769.112681805546
945,"CTU,ICN",500000.0,1283.0,CTU,ICN,2204.20841906803
946,"CTU,CPT",1562000.0,4312.0,CTU,CPT,11461.688045012554
947,"CTU,ARN",1330000.0,3397.5,CTU,ARN,6896.493811819597
948,"CTU,TPE",403000.0,506.0,CTU,TPE,1804.065325918582
949,"CTU,IST",1256000.0,2760.0,CTU,IST,6664.881773294001
950,"SZX,XIY",180000.0,382.0,SZX,XIY,1402.2873993640076
951,"CTU,LHR",1257000.0,3700.5,CTU,LHR,8302.02766443328
952,"CTU,SAW",1036000.0,4119.0,CTU,SAW,6631.404663734832
953,"CTU,LGW",1343000.0,4149.0,CTU,LGW,8303.675919552506
954,"SZX,CGO",270000.0,524.0,SZX,CGO,1321.0434008659176
955,"CTU,ORD",1584000.0,3665.0,CTU,ORD,11856.19208183027
956,"CTU,ATL",1748000.0,3771.0,CTU,ATL,12820.707265945424
957,"CTU,CLT",1943000.0,2996.0,CTU,CLT,12681.421411020112
958,"SZX,DUB",1317000.0,2855.0,SZX,DUB,9794.490171196176
959,"CTU,PHX",1462000.0,3600.0,CTU,PHX,11957.143295138396
960,"SZX,CDG",1266000.0,3302.0,SZX,CDG,9554.471303658589
961,"CTU,SEA",1243000.0,3378.5,CTU,SEA,10184.65596970722
962,"CTU,MIA",1777500.0,3028.0,CTU,MIA,13730.638885602288
963,"CTU,FLL",1904000.0,4172.0,CTU,FLL,13700.691551538153
964,"CTU,JFK",1769000.0,3539.5,CTU,JFK,12092.510961840771
965,"CTU,ZRH",1253000.0,3217.0,CTU,ZRH,7931.628645080148
966,"CTU,SGN",507000.0,1878.0,CTU,SGN,2214.8664716377675
967,"SZX,SYD",946000.0,2281.0,SZX,SYD,7430.437541593987
968,"SZX,BOM",852000.0,3935.0,SZX,BOM,4259.479531430562
969,"SZX,BRU",1208000.0,1423.0,SZX,BRU,9330.346182301262
970,"SZX,MXP",1307000.0,2814.0,SZX,MXP,9323.12074669121
971,"SZX,VCP",2511000.0,10029.5,SZX,VCP,18063.153461577458
972,"SZX,AEP",2347000.0,4420.0,SZX,AEP,18489.124548916574
973,"SZX,VIE",1133500.0,3185.0,SZX,VIE,8666.925195897345
974,"SZX,CAN",254000.0,495.0,SZX,CAN,98.78346332878205
975,"SZX,CNF",2555000.0,9778.0,SZX,CNF,17688.79617410292
976,"SZX,SCL",2145000.0,2525.0,SZX,SCL,18737.46272516797
977,"SZX,NBO",1190000.0,2134.0,SZX,NBO,8721.226961859345
978,"SZX,SHA",177000.0,330.0,SZX,SHA,1208.435773822847
979,"SZX,PEK",221000.0,294.0,SZX,PEK,1956.8420340623263
980,"SZX,CMN",1458000.0,1499.0,SZX,CMN,11224.762927812122
981,"SZX,PVG",291000.0,536.0,SZX,PVG,1233.0518668222153
982,"SZX,PTY",7507000.0,10829.0,SZX,PTY,16207.377329352204
983,"SZX,HGH",284000.0,547.0,SZX,HGH,1070.5068916047026
984,"SZX,LIS",1381000.0,1419.0,SZX,LIS,10968.075135663208
985,"SZX,SVO",1280500.0,4830.0,SZX,SVO,7101.427371646428
986,"SZX,BOG",2074000.0,7235.0,SZX,BOG,16854.24691398868
987,"SZX,CPH",1268000.0,2561.0,SZX,CPH,8614.961381399615
988,"SZX,ADD",1329000.0,4803.0,SZX,ADD,8094.1162745336005
989,"SZX,JNB",1700000.0,7204.5,SZX,JNB,10681.008088165465
990,"SZX,MUC",1241000.0,2627.0,SZX,MUC,8984.65723916323
991,"SZX,CAI",1150500.0,2428.0,SZX,CAI,8075.1584936478375
992,"SZX,MAD",1387000.0,1417.0,SZX,MAD,10472.882772304423
993,"SZX,FRA",1183000.0,3864.5,SZX,FRA,9117.97598531031
994,"SZX,DEL",797000.0,3507.0,SZX,DEL,3724.7671074535665
995,"SZX,BKK",455000.0,962.0,SZX,BKK,1700.4363835998615
996,"SZX,CGK",612000.0,2597.0,SZX,CGK,3291.874489193372
997,"SZX,NRT",689000.0,1988.0,SZX,NRT,2949.245212389208
998,"SZX,ATH",1209000.0,2971.0,SZX,ATH,8474.29045078048
999,"SZX,DXB",1716000.0,4599.0,SZX,DXB,5899.580151736718
1000,"SZX,MEX",1819500.0,4659.5,SZX,MEX,14129.728322520412
1001,"SZX,BLR",785000.0,3446.0,SZX,BLR,3950.04514169829
1002,"SZX,MAN",1278000.0,1430.0,SZX,MAN,9582.866739662852
1003,"SZX,OSL",1358500.0,1430.0,SZX,OSL,8514.53201305895
1004,"SZX,LAX",1456000.0,2984.0,SZX,LAX,11644.743902075716
1005,"SZX,MCO",1629000.0,3325.0,SZX,MCO,14109.601844344657
1006,"SZX,MNL",427500.0,1159.0,SZX,MNL,1180.4158109266548
1007,"SZX,HND",417000.0,1881.0,SZX,HND,2889.62361982327
1008,"SZX,IAH",1512000.0,3405.0,SZX,IAH,13386.01161077502
1009,"SZX,FCO",1337000.0,2842.0,SZX,FCO,9250.487997626651
1010,"SZX,KUL",558000.0,1607.0,SZX,KUL,2568.2905948928287
1011,"SZX,SFO",1247000.0,2958.0,SZX,SFO,11107.973445605337
1012,"SZX,SIN",514000.0,863.0,SZX,SIN,2594.008744465215
1013,"SZX,AMS",1261500.0,3350.0,SZX,AMS,9238.326965949653
1014,"SZX,ICN",428500.0,857.0,SZX,ICN,2044.7538138132363
1015,"SZX,LIM",2351000.0,6095.0,SZX,LIM,18361.803060680933
1016,"PEK,ALG",4383500.0,3995.0,PEK,ALG,9104.074131729978
1017,"SZX,DOH",981000.0,2003.0,SZX,DOH,6270.186977416732
1018,"PEK,MEL",1000000.0,2514.0,PEK,MEL,9113.018996073637
1019,"SZX,TPE",310000.0,717.0,SZX,TPE,801.8231735108906
1020,"PEK,GRU",2051000.0,4049.0,PEK,GRU,17576.44129746668
1021,"SZX,DME",1237000.0,2233.0,SZX,DME,7073.043244900637
1022,"SZX,CPT",2064000.0,4740.0,SZX,CPT,11845.83768367341
1023,"PEK,YYZ",1448000.0,3585.0,PEK,YYZ,10560.765035069962
1024,"SZX,SAW",1082000.0,4420.0,SZX,SAW,7939.957868862436
1025,"SZX,ARN",1062000.0,3510.0,SZX,ARN,8170.871576817826
1026,"PEK,CTU",182000.0,350.0,PEK,CTU,1556.0636495367119
1027,"SZX,LGW",1297500.0,4337.0,SZX,LGW,9597.800292718155
1028,"SZX,IST",1209500.0,3097.0,SZX,IST,7974.83285089024
1029,"PEK,XIY",133000.0,330.0,PEK,XIY,933.5407318235835
1030,"SZX,ORD",1557000.0,3381.0,SZX,ORD,12490.659010927295
1031,"SZX,LHR",1210000.0,1960.0,SZX,LHR,9594.505212936007
1032,"PEK,CGO",281000.0,598.0,PEK,CGO,664.1232979421637
1033,"SZX,PHX",1396000.0,3177.0,SZX,PHX,12114.11314089342
1034,"SZX,ATL",1692000.0,3485.0,SZX,ATL,13466.103001853942
1035,"SZX,MIA",1620000.0,3472.0,SZX,MIA,14419.434565559684
1036,"PEK,DUB",1418000.0,3432.0,PEK,DUB,8267.926346164231
1037,"SZX,CLT",7107000.0,8289.0,SZX,CLT,13396.6799498817
1038,"SZX,FLL",1704000.0,3472.0,SZX,FLL,14393.707554420756
1039,"PEK,CDG",1269000.0,3663.0,PEK,CDG,8188.745706047514
1040,"SZX,SEA",1213000.0,2963.0,SZX,SEA,10417.878715869754
1041,"SZX,ZRH",1241500.0,3299.0,SZX,ZRH,9245.055939547636
1042,"PEK,SYD",935000.0,2222.0,PEK,SYD,8964.504325162943
1043,"PEK,BOM",820000.0,3320.0,PEK,BOM,4764.3878274849885
1044,"SZX,JFK",1715000.0,3192.0,SZX,JFK,12935.081493438725
1045,"PEK,BRU",1249000.0,2568.0,PEK,BRU,7944.928879118103
1046,"PEK,MXP",1345000.0,1481.5,PEK,MXP,8091.770637731239
1047,"SZX,SGN",450000.0,1742.0,SZX,SGN,1518.5810545006793
1048,"PEK,NBO",1337000.0,1538.0,PEK,NBO,9225.053859528978
1049,"PEK,AEP",2283000.0,3977.0,PEK,AEP,19258.87560556667
1050,"PEK,CMN",1407000.0,1389.0,PEK,CMN,10038.279320963988
1051,"PEK,VCP",2471000.0,8889.0,PEK,VCP,17577.45269266324
1052,"PEK,CAN",214000.0,408.0,PEK,CAN,1881.0350282686459
1053,"PEK,VIE",1256000.0,2564.0,PEK,VIE,7451.941094651788
1054,"PEK,PTY",1979000.0,3973.0,PEK,PTY,14308.042267122906
1055,"PEK,SHA",149000.0,320.0,PEK,SHA,1076.4858331694195
1056,"PEK,LIS",1258000.0,1381.5,PEK,LIS,9656.69063614057
1057,"PEK,CNF",1910000.0,2619.0,PEK,CNF,17081.426878333546
1058,"PEK,HGH",153000.0,356.0,PEK,HGH,1149.5401368323655
1059,"PEK,SCL",2470000.0,4338.0,PEK,SCL,19023.7305436438
1060,"PEK,SVO",1191000.0,1581.5,PEK,SVO,5795.090330327936
1061,"PEK,SZX",221000.0,439.0,PEK,SZX,1956.8420340623263
1062,"PEK,CPH",1282000.0,1379.0,PEK,CPH,7194.307829870541
1063,"PEK,JNB",1515500.0,2996.0,PEK,JNB,11707.971502595863
1064,"PEK,PVG",360000.0,704.0,PEK,PVG,1099.5209790282122
1065,"PEK,MAD",1267500.0,1432.0,PEK,MAD,9205.340828831906
1066,"PEK,ADD",1187000.0,2564.0,PEK,ADD,8329.363163796537
1067,"PEK,MUC",1329000.0,1616.0,PEK,MUC,7720.91260132098
1068,"PEK,BKK",469000.0,1363.0,PEK,BKK,3317.0535542307784
1069,"PEK,BOG",2001500.0,4459.5,PEK,BOG,14916.077953798627
1070,"PEK,DEL",871000.0,2515.0,PEK,DEL,3808.9386118049733
1071,"PEK,DXB",1101000.0,2628.5,PEK,DXB,5845.0905333986
1072,"PEK,CAI",1318000.0,1173.0,PEK,CAI,7532.887008156853
1073,"PEK,CGK",658000.0,1919.0,PEK,CGK,5237.6629187671
1074,"PEK,MAN",1391000.0,1497.0,PEK,MAN,8091.996211556759
1075,"PEK,FRA",1228000.0,1777.0,PEK,FRA,7787.377515707086
1076,"PEK,NRT",442500.0,2106.0,PEK,NRT,2135.208018529381
1077,"PEK,LAX",1450500.0,3770.0,PEK,LAX,10037.128929667691
1078,"PEK,ATH",1290000.0,1938.0,PEK,ATH,7606.353367490359
1079,"PEK,MEX",1572000.0,4372.0,PEK,MEX,12436.050383831584
1080,"PEK,MCO",1730500.0,4101.0,PEK,MCO,12175.783516936395
1081,"PEK,OSL",1364500.0,1446.0,PEK,OSL,6989.550356719962
1082,"PEK,BLR",805000.0,1468.0,PEK,BLR,4822.68149742887
1083,"PEK,IAH",1680000.0,4026.5,PEK,IAH,11556.30483279368
1084,"PEK,HND",319000.0,1922.0,PEK,HND,2092.2002244742403
1085,"PEK,MNL",450500.0,1699.0,PEK,MNL,2875.985392494569
1086,"PEK,SFO",1222000.0,3220.0,PEK,SFO,9494.068045982089
1087,"PEK,FCO",1335000.0,1742.0,PEK,FCO,8147.51288827467
1088,"PEK,KUL",545000.0,1368.0,PEK,KUL,4413.474000679401
1089,"PEK,AMS",1284000.0,1923.0,PEK,AMS,7827.099974197516
1090,"PEK,SIN",552000.0,1616.0,PEK,SIN,4490.606170189185
1091,"SHA,ALG",1185000.0,3869.0,SHA,ALG,10095.37125740412
1092,"SHA,MEL",940000.0,3416.0,SHA,MEL,8037.749933282128
1093,"PEK,LIM",2341500.0,3977.0,PEK,LIM,16618.01744715168
1094,"PEK,ICN",420000.0,3038.0,PEK,ICN,902.611590427139
1095,"PEK,DOH",768000.0,1023.0,PEK,DOH,6162.47795169853
1096,"PEK,TPE",255000.0,857.0,PEK,TPE,1723.3920361163068
1097,"SHA,GRU",2073000.0,4056.0,SHA,GRU,18535.07781829762
1098,"PEK,DME",2754000.0,8609.5,PEK,DME,5784.947811416389
1099,"PEK,SAW",1090000.0,4186.0,PEK,SAW,7040.65538812977
1100,"SHA,YYZ",1431500.0,3425.0,SHA,YYZ,11420.480347264953
1101,"SHA,CTU",310000.0,654.0,SHA,CTU,1659.0559626963172
1102,"PEK,CPT",1650500.0,3155.0,PEK,CPT,12965.964967625257
1103,"SHA,XIY",275000.0,609.0,SHA,XIY,1229.135483535837
1104,"PEK,ARN",1276000.0,2113.0,PEK,ARN,6690.959114495304
