,from_dest,co2_emissions,price,from_airport_code,dest_airport_code,distance
368,"BRU,CNF",1150000.0,715.0,BRU,CNF,9155.701094067499
369,"BRU,SYD",1986000.0,1246.0,BRU,SYD,16737.929193810676
370,"VIE,SEA",957000.0,1541.0,VIE,SEA,8670.938843934537
371,"BRU,SCL",1336000.0,1081.0,BRU,SCL,11903.698937800575
372,"BRU,GRU",1114000.0,745.0,BRU,GRU,9651.693703932742
373,"VIE,JFK",775000.0,1110.0,VIE,JFK,6805.034346468801
374,"BRU,YYZ",692000.0,1279.0,BRU,YYZ,6044.398923582587
375,"VIE,SGN",1168500.0,1212.0,VIE,SGN,9120.44571671739
376,"BRU,SZX",1210000.0,5820.0,BRU,SZX,9330.346182301262
377,"BRU,XIY",1217000.0,5957.0,BRU,XIY,7994.059571719663
378,"BRU,AEP",1312000.0,991.0,BRU,AEP,11314.008363596293
379,"BRU,CTU",1269000.0,2960.0,BRU,CTU,8029.354629734704
380,"BRU,SHA",1337000.0,3755.0,BRU,SHA,8994.520801276434
381,"BRU,DUB",202000.0,249.0,BRU,DUB,784.3138803832927
382,"BRU,VIE",181000.0,282.0,BRU,VIE,924.8848269815312
383,"BRU,VCP",908000.0,889.0,BRU,VCP,9643.58417712799
384,"BRU,CPH",222000.0,342.0,BRU,CPH,754.3832722555026
385,"BRU,CDG",201000.0,296.0,BRU,CDG,251.47977718282948
386,"BRU,CAN",1141000.0,15295.0,BRU,CAN,9231.913618706545
387,"BRU,ADD",607000.0,744.0,BRU,ADD,5619.145149227229
388,"BRU,MUC",185000.0,272.0,BRU,MUC,596.9780576915507
389,"BRU,BOM",799000.0,619.0,BRU,BOM,6866.058468671784
390,"BRU,PEK",1455000.0,5432.0,BRU,PEK,7944.928879118103
391,"BRU,PVG",1415000.0,3285.0,BRU,PVG,9024.871593023348
392,"BRU,MXP",201000.0,254.0,BRU,MXP,664.6862764417532
393,"BRU,DEL",760000.0,588.0,BRU,DEL,6399.314322583266
394,"BRU,BOG",1013000.0,1027.0,BRU,BOG,8805.81467668574
395,"BRU,NBO",750000.0,629.5,BRU,NBO,6566.602358787285
396,"BRU,CAI",404000.0,710.0,BRU,CAI,3208.608791885626
397,"BRU,CGK",1281000.0,1259.5,BRU,CGK,11388.218122266484
398,"BRU,CMN",347500.0,318.5,BRU,CMN,2182.6638045032755
399,"BRU,FRA",175000.0,311.0,BRU,FRA,304.8392216175493
400,"BRU,NRT",1165000.0,1763.0,BRU,NRT,9458.455151275435
401,"BRU,PTY",1063000.0,1286.0,BRU,PTY,8796.904466786338
402,"BRU,ATH",286000.0,334.0,BRU,ATH,2101.432146982829
403,"BRU,MEX",995000.0,1435.0,BRU,MEX,9248.640719172325
404,"BRU,LIS",265000.0,324.0,BRU,LIS,1717.4690852897968
405,"BRU,BLR",892000.0,708.0,BRU,BLR,7699.31686773638
406,"BRU,OSL",241000.0,326.0,BRU,OSL,1104.1003573168068
407,"BRU,SVO",560000.0,1422.0,BRU,SVO,2229.6195394743418
408,"BRU,MNL",1316000.0,1317.0,BRU,MNL,10507.158410788104
409,"BRU,HND",1179000.0,1686.0,BRU,HND,9455.38087098676
410,"BRU,KUL",1185000.0,946.0,BRU,KUL,10275.561958013675
411,"BRU,FCO",216000.0,229.0,BRU,FCO,1172.5498259894139
412,"BRU,JNB",1029000.0,705.0,BRU,JNB,8878.64504692626
413,"BRU,AMS",223000.0,368.0,BRU,AMS,157.65875780054333
414,"BRU,MAD",252000.0,269.0,BRU,MAD,1315.6125641407195
415,"BRU,SIN",1214000.0,1106.0,BRU,SIN,10555.339731082337
416,"BRU,LIM",1234000.0,1071.0,BRU,LIM,10463.595553716254
417,"BRU,BKK",1054000.0,712.0,BRU,BKK,9262.290991231288
418,"BRU,ICN",1015000.0,1371.0,BRU,ICN,8678.451044593283
419,"BRU,DOH",634000.0,1026.0,BRU,DOH,4892.355466433267
420,"BRU,DXB",617000.0,670.0,BRU,DXB,5147.619065850447
421,"BRU,TPE",1198000.0,2542.0,BRU,TPE,9549.425806876136
422,"BRU,MAN",228000.0,329.0,BRU,MAN,535.6441277831733
423,"BRU,DME",739000.0,1716.5,BRU,DME,2260.6916207654617
424,"BRU,SAW",335000.0,419.0,BRU,SAW,2204.1013363204984
425,"BRU,CPT",1231000.0,903.0,BRU,CPT,9537.671591595354
426,"BRU,LAX",1023000.0,1418.0,BRU,LAX,9053.453969261744
427,"BRU,LGW",334000.0,384.0,BRU,LGW,328.04203344513826
428,"BRU,ARN",235000.0,282.0,BRU,ARN,1287.7639696501576
429,"BRU,MCO",852000.0,1342.0,BRU,MCO,7315.072481846136
430,"BRU,ORD",757000.0,1340.0,BRU,ORD,6675.176073503429
431,"BRU,IST",333000.0,398.0,BRU,IST,2141.4819857278685
432,"BRU,IAH",906000.0,1600.0,BRU,IAH,8102.191828140145
433,"BRU,PHX",970000.0,1711.0,BRU,PHX,8771.522349272522
434,"BRU,SFO",1009000.0,1599.0,BRU,SFO,8892.8907602251
435,"BRU,LHR",192000.0,197.0,BRU,LHR,350.4345881894714
436,"BRU,MIA",852500.0,1335.0,BRU,MIA,7459.31839817257
437,"GRU,ALG",1300000.0,3466.0,GRU,ALG,8474.359392455724
438,"BRU,ATL",785000.0,1325.0,BRU,ATL,7106.023938289066
439,"BRU,FLL",863000.0,1324.0,BRU,FLL,7427.199909641736
440,"GRU,MEL",2222000.0,2379.0,GRU,MEL,13117.809715302581
441,"BRU,CLT",767000.0,1524.0,BRU,CLT,6755.410246216802
442,"BRU,ZRH",185000.0,352.0,BRU,ZRH,482.8684409593791
443,"GRU,CNF",295000.0,476.0,GRU,CNF,496.46521982544965
444,"BRU,SEA",932000.0,1583.0,BRU,SEA,7957.361067220181
445,"GRU,SCL",532000.0,556.0,GRU,SCL,2614.0788794281452
446,"GRU,SYD",2191500.0,1640.0,GRU,SYD,13367.039485911067
447,"BRU,JFK",720500.0,1124.0,BRU,JFK,5885.511434329617
448,"GRU,BRU",1119000.0,1589.0,GRU,BRU,9651.693703932742
449,"GRU,SZX",2434000.0,4330.0,GRU,SZX,17997.23297708063
450,"BRU,SGN",1152000.0,1089.5,BRU,SGN,9911.287676966556
451,"GRU,YYZ",981000.0,1153.0,GRU,YYZ,8193.730270883043
452,"GRU,AEP",720500.0,632.0,GRU,AEP,1693.9972669064462
453,"GRU,VIE",1194000.0,2016.0,GRU,VIE,10124.506139624102
454,"GRU,CTU",3552000.0,3729.0,GRU,CTU,16988.794788389503
455,"GRU,DUB",1175000.0,1587.0,GRU,DUB,9380.78814743622
456,"GRU,SHA",2286500.0,3868.0,GRU,SHA,18535.07781829762
457,"GRU,CDG",1197000.0,1875.0,GRU,CDG,9405.197741344273
458,"GRU,HGH",2386000.0,3578.0,GRU,HGH,18513.952299286746
459,"GRU,CAN",2166000.0,4194.0,GRU,CAN,17952.75509407686
460,"GRU,CPH",1196000.0,1788.0,GRU,CPH,10405.21808231377
461,"GRU,BOM",1720000.0,3047.0,GRU,BOM,13755.46110526918
462,"GRU,ADD",1604000.0,4989.0,GRU,ADD,9927.083027473896
463,"GRU,PEK",2378000.0,4735.0,GRU,PEK,17576.44129746668
464,"GRU,PVG",2312000.0,4252.0,GRU,PVG,18575.739358956027
465,"GRU,MXP",1165000.0,1704.0,GRU,MXP,9485.490802185495
466,"GRU,MUC",1200000.0,2291.0,GRU,MUC,9857.453696687176
467,"GRU,BOG",679000.0,772.0,GRU,BOG,4335.884562543361
468,"GRU,NBO",1728000.0,2584.0,GRU,NBO,9276.006083808512
469,"GRU,DEL",1663000.0,3458.0,GRU,DEL,14397.699550670177
470,"GRU,CAI",1361000.0,2731.0,GRU,CAI,10217.487589066797
471,"GRU,CMN",1082000.0,1606.0,GRU,CMN,7539.737923698818
472,"GRU,CGK",2252000.0,2769.0,GRU,CGK,15619.929976500223
473,"GRU,FRA",1180500.0,1921.5,GRU,FRA,9798.192799173945
474,"GRU,PTY",683000.0,892.0,GRU,PTY,5085.950986243588
475,"GRU,NRT",2165000.0,1872.0,GRU,NRT,18493.3207342371
476,"GRU,ATH",1182000.0,1792.0,GRU,ATH,10020.134953085242
477,"GRU,LIS",1005000.0,1562.0,GRU,LIS,7935.275958316237
478,"GRU,MEX",947000.0,1203.0,GRU,MEX,7433.087586932859
479,"GRU,BLR",1866000.0,3643.0,GRU,BLR,14048.822006323253
480,"GRU,SVO",2033000.0,3706.0,GRU,SVO,11782.089409499842
481,"GRU,OSL",1238000.0,1908.0,GRU,OSL,10642.014503179533
482,"GRU,HND",2235000.0,2790.0,GRU,HND,18539.020699596196
483,"GRU,JNB",1461500.0,1185.0,GRU,JNB,7439.224611206156
484,"GRU,MNL",2427000.0,3597.0,GRU,MNL,18369.03342641079
485,"GRU,KUL",2197500.0,3214.0,GRU,KUL,15892.000118652768
486,"GRU,MAD",1132000.0,1589.0,GRU,MAD,8377.585469876049
487,"GRU,FCO",1093000.0,1741.0,GRU,FCO,9432.580602965369
488,"GRU,AMS",1157000.0,1684.0,GRU,AMS,9774.916161113495
489,"GRU,BKK",1998000.0,3377.0,GRU,BKK,16403.498754422424
490,"GRU,SIN",2130000.0,3152.5,GRU,SIN,15995.096639240528
491,"GRU,LIM",639000.0,767.5,GRU,LIM,3474.656627719309
492,"GRU,DXB",1535500.0,2822.5,GRU,DXB,12217.062833885997
493,"GRU,ICN",1930000.0,3054.0,GRU,ICN,18315.018681083307
494,"GRU,DOH",1543000.0,2584.0,GRU,DOH,11858.321516242091
495,"GRU,MAN",1170000.0,2353.0,GRU,MAN,9538.749567893783
496,"GRU,TPE",2350000.0,4964.0,GRU,TPE,18755.91501460575
497,"GRU,DME",1804000.0,4363.0,GRU,DME,11791.677828395457
498,"GRU,LAX",1110000.0,1340.0,GRU,LAX,9918.572889688347
499,"GRU,SAW",1721000.0,1136.0,GRU,SAW,10582.10430931182
500,"GRU,CPT",1731500.0,1629.0,GRU,CPT,6351.349506134249
501,"GRU,MCO",900000.0,958.0,GRU,MCO,6869.1737944303195
502,"GRU,LGW",925000.0,1974.0,GRU,LGW,9445.913651837463
503,"GRU,ARN",1262000.0,2174.0,GRU,ARN,10920.794838382195
504,"GRU,IAH",945000.0,1999.0,GRU,IAH,7905.4795129955555
505,"GRU,ORD",961500.0,1999.0,GRU,ORD,8428.20162713311
506,"GRU,IST",1704000.0,2384.0,GRU,IST,10559.407182669735
507,"GRU,SFO",1161000.0,1384.0,GRU,SFO,10426.722249013656
508,"GRU,PHX",1110000.0,1302.0,GRU,PHX,9382.738642367663
509,"GRU,LHR",1166500.0,1702.0,GRU,LHR,9460.181537721093
510,"CNF,ALG",1115000.0,1716.0,CNF,ALG,7981.8371974791835
511,"GRU,ATL",912500.0,1478.0,GRU,ATL,7510.272932255966
512,"GRU,MIA",884000.0,1025.0,GRU,MIA,6573.585032713751
513,"CNF,MEL",2762000.0,4799.0,CNF,MEL,13577.419138501002
514,"GRU,CLT",925000.0,1189.0,GRU,CLT,7464.410691157092
515,"CNF,GRU",280000.0,378.0,CNF,GRU,496.46521982544965
516,"GRU,FLL",956000.0,1205.0,GRU,FLL,6590.406595371661
517,"GRU,SEA",1151500.0,1558.0,GRU,SEA,10909.902501100887
518,"GRU,ZRH",1136000.0,1982.5,GRU,ZRH,9608.99267348111
519,"CNF,SCL",447000.0,357.0,CNF,SCL,3062.0530212261388
520,"GRU,JFK",975000.0,1394.0,GRU,JFK,7663.979346071545
521,"CNF,SYD",2134000.0,2407.0,CNF,SYD,13845.881687067713
522,"GRU,SGN",2174000.0,3594.0,GRU,SGN,16842.054639538164
523,"CNF,SZX",2124500.0,5868.5,CNF,SZX,17688.79617410292
524,"CNF,BRU",1139000.0,1661.0,CNF,BRU,9155.701094067499
525,"CNF,AEP",337000.0,321.0,CNF,AEP,2186.1514575333313
526,"CNF,YYZ",1018500.0,1698.0,CNF,YYZ,7921.791436299196
527,"CNF,VIE",1219000.0,1989.0,CNF,VIE,9629.682558126593
528,"CNF,VCP",289000.0,274.0,CNF,VCP,498.7754462560196
529,"CNF,DUB",1005500.0,1817.0,CNF,DUB,8890.676485962647
530,"CNF,CDG",1122000.0,2422.0,CNF,CDG,8909.051070022459
531,"CNF,SHA",2432000.0,6860.0,CNF,SHA,18060.874322947115
532,"CNF,HGH",5730000.0,11424.0,CNF,HGH,18053.252953997067
533,"CNF,CPH",1276500.0,2057.0,CNF,CPH,9909.350696869928
534,"CNF,BOM",1707000.0,2108.0,CNF,BOM,13429.973916004847
535,"CNF,MXP",1170000.0,2077.0,CNF,MXP,8989.860575244627
536,"CNF,BOG",676000.0,1113.0,CNF,BOG,4266.625162099855
537,"CNF,ADD",1741000.0,1569.0,CNF,ADD,9595.312994054493
538,"CNF,CAI",1443000.0,2484.0,CNF,CAI,9770.938524300496
539,"CNF,MUC",1089000.0,2098.0,CNF,MUC,9361.48266471827
540,"CNF,NBO",1860000.0,1468.0,CNF,NBO,9005.2800151441
541,"CNF,DEL",1722000.0,2624.0,CNF,DEL,14009.027879109784
542,"CNF,FRA",1134500.0,1885.5,CNF,FRA,9301.728136850372
543,"CNF,CMN",966000.0,2374.0,CNF,CMN,7043.807751852292
544,"CNF,CGK",2170000.0,1648.0,CNF,CGK,15710.609283319978
545,"CNF,ATH",1254500.0,2567.0,CNF,ATH,9543.23134591097
546,"CNF,PTY",685500.0,800.0,CNF,PTY,5021.676011425152
547,"CNF,NRT",2224000.0,1496.0,CNF,NRT,18170.40573053725
548,"CNF,LIS",919000.0,1719.0,CNF,LIS,7439.103603693493
549,"CNF,MEX",914000.0,1548.0,CNF,MEX,7410.490382353595
550,"CNF,SVO",2089000.0,3689.0,CNF,SVO,11286.5260587073
551,"CNF,BLR",1768000.0,1556.0,CNF,BLR,13781.00746405271
552,"CNF,OSL",1281000.0,2257.0,CNF,OSL,10149.111895618997
553,"CNF,JNB",2134000.0,1606.0,CNF,JNB,7342.610814724056
554,"CNF,HND",2139000.0,1629.0,CNF,HND,18206.250557369247
555,"CNF,MAD",863000.0,1527.0,CNF,MAD,7881.139410863885
556,"CNF,MNL",2317000.0,4132.0,CNF,MNL,18322.38162437362
557,"CNF,KUL",2161000.0,1933.0,CNF,KUL,15843.056941891215
558,"CNF,BKK",2098000.0,1670.0,CNF,BKK,16205.991533727858
559,"CNF,FCO",1090000.0,1648.0,CNF,FCO,8940.864318378914
560,"CNF,AMS",1128000.0,1723.0,CNF,AMS,9279.317583291722
561,"CNF,DXB",1547000.0,1816.0,CNF,DXB,11825.438836257157
562,"CNF,SIN",2190000.0,2747.0,CNF,SIN,15981.461856500835
563,"CNF,LIM",586000.0,672.0,CNF,LIM,3638.1484371438974
564,"CNF,MAN",1158000.0,1994.5,CNF,MAN,9046.241688541502
565,"CNF,ICN",2070000.0,2794.0,CNF,ICN,17824.56687702661
566,"CNF,LAX",1147000.0,1593.0,CNF,LAX,9866.504761197632
567,"CNF,DOH",1553000.0,1854.0,CNF,DOH,11461.296263740107
568,"CNF,TPE",2194500.0,2013.0,CNF,TPE,18378.548199605295
569,"CNF,DME",1860000.0,3000.0,CNF,DME,11296.479911565697
570,"CNF,MCO",998500.0,2074.0,CNF,MCO,6681.306092899742
571,"CNF,SAW",1798000.0,1182.0,CNF,SAW,10103.595747531508
572,"CNF,IAH",993000.0,1942.0,CNF,IAH,7787.27682109071
573,"CNF,CPT",1905000.0,5500.0,CNF,CPT,6316.615860944193
574,"CNF,ARN",1304000.0,2391.0,CNF,ARN,10425.82054200461
575,"CNF,SFO",1201000.0,1645.0,CNF,SFO,10358.2956370721
576,"CNF,LGW",925500.0,1707.5,CNF,LGW,8951.202172104244
577,"CNF,IST",1790000.0,2813.0,CNF,IST,10079.707149994643
578,"CNF,ORD",990000.0,1921.0,CNF,ORD,8201.9801188325
579,"VCP,ALG",1911000.0,1706.0,VCP,ALG,8480.245195748614
580,"CNF,LHR",1093000.0,1681.0,CNF,LHR,8965.728909447262
581,"VCP,MEL",7030500.0,9544.0,VCP,MEL,13152.383521901544
582,"CNF,PHX",1121000.0,1571.0,CNF,PHX,9312.367931794106
583,"CNF,ATL",1021500.0,1855.0,CNF,ATL,7311.427837793241
584,"CNF,CLT",1002000.0,2274.0,CNF,CLT,7237.935818033672
585,"CNF,MIA",807000.0,1524.0,CNF,MIA,6394.585507464419
586,"CNF,SEA",1185000.0,1697.0,CNF,SEA,10765.246722176924
587,"CNF,FLL",1044000.0,1676.0,CNF,FLL,6408.830280382223
588,"CNF,ZRH",1158000.0,1987.0,CNF,ZRH,9112.785466512185
589,"CNF,JFK",971000.0,1941.0,CNF,JFK,7375.729344805603
590,"VCP,SYD",6586000.0,7747.0,VCP,SYD,13392.451033830232
591,"CNF,SGN",2239000.0,2437.0,CNF,SGN,16720.605617325993
592,"VCP,BRU",933500.0,1719.0,VCP,BRU,9643.58417712799
593,"VCP,YYZ",1119000.0,3101.0,VCP,YYZ,8122.632658862633
594,"VCP,DUB",992000.0,1795.0,VCP,DUB,9363.241568456753
595,"VCP,VIE",982000.0,2115.0,VCP,VIE,10126.662614632902
596,"VCP,CDG",1877000.0,1222.0,VCP,CDG,9397.754384235597
597,"VCP,CNF",295000.0,305.0,VCP,CNF,498.7754462560196
598,"VCP,SHA",2174000.0,5930.0,VCP,SHA,18556.659502971143
599,"VCP,BOM",2282000.0,2787.0,VCP,BOM,13815.720832675992
600,"VCP,HGH",3140000.0,4605.0,VCP,HGH,18542.887894517175
601,"VCP,MXP",901000.0,1697.0,VCP,MXP,9485.753715565323
602,"VCP,CPH",941000.0,2189.0,VCP,CPH,10396.580828472795
603,"VCP,NBO",2355000.0,1634.0,VCP,NBO,9342.531682969731
604,"VCP,CMN",828000.0,1810.0,VCP,CMN,7539.173466827963
605,"VCP,BOG",771000.0,1033.0,VCP,BOG,4253.950568513129
606,"VCP,MUC",937000.0,2101.0,VCP,MUC,9856.591861856954
607,"VCP,CAI",2050000.0,2259.0,VCP,CAI,10249.462525583898
608,"VCP,PTY",1208000.0,3490.0,VCP,PTY,5003.80710892742
609,"VCP,DEL",1920000.0,2681.0,VCP,DEL,14446.494705261222
610,"VCP,LIS",716000.0,1279.5,VCP,LIS,7928.109504821426
611,"VCP,FRA",941000.0,1881.0,VCP,FRA,9793.532877874628
612,"VCP,CGK",2523500.0,2649.0,VCP,CGK,15701.315338921435
613,"VCP,NRT",2264000.0,3807.0,VCP,NRT,18421.74944144816
614,"VCP,JNB",2281000.0,1455.5,VCP,JNB,7518.9744281833455
615,"VCP,ATH",1021500.0,1775.0,VCP,ATH,10038.682293848993
616,"VCP,MEX",1123000.0,3527.0,VCP,MEX,7350.415384404672
617,"VCP,MAD",805000.0,1430.5,VCP,MAD,8373.888643034796
618,"VCP,OSL",1001000.0,1825.0,VCP,OSL,10627.541797169393
619,"VCP,BKK",1929000.0,5115.0,VCP,BKK,16479.215041875905
620,"VCP,BLR",9333500.0,8521.0,VCP,BLR,14116.863759940978
621,"VCP,HND",2863000.0,3807.0,VCP,HND,18468.497288128812
622,"VCP,MNL",2253000.0,2763.0,VCP,MNL,18451.707360884095
623,"VCP,DXB",2365500.0,2258.0,VCP,DXB,12264.625902522044
624,"VCP,FCO",936000.0,1767.0,VCP,FCO,9439.456755699206
625,"VCP,MAN",941000.0,1692.0,VCP,MAN,9523.908159952996
626,"VCP,LAX",1222000.0,2822.0,VCP,LAX,9836.004434737579
627,"VCP,SIN",2463000.0,2763.0,VCP,SIN,16077.734853637345
628,"VCP,AMS",980000.0,1497.0,VCP,AMS,9765.525913682899
629,"VCP,MCO",925000.0,3117.0,VCP,MCO,6791.625391439837
630,"VCP,LIM",925000.0,1089.0,VCP,LIM,3396.5637232351596
631,"VCP,ICN",1911000.0,3853.0,VCP,ICN,18294.210506829208
632,"VCP,IAH",1055000.0,3139.0,VCP,IAH,7824.4359839588005
633,"VCP,TPE",7084000.0,8796.0,VCP,TPE,18812.03954500877
634,"VCP,DOH",2322000.0,2288.5,VCP,DOH,11904.574831531934
635,"VCP,SFO",1276000.0,3036.0,VCP,SFO,10344.317106324514
636,"VCP,SAW",2096000.0,2346.0,VCP,SAW,10599.723243599481
637,"YYZ,ALG",887000.0,3072.0,YYZ,ALG,6782.565898971675
638,"VCP,CPT",2459000.0,2271.0,VCP,CPT,6433.098594742219
639,"VCP,LGW",924000.0,1646.0,VCP,LGW,9434.520697229142
640,"VCP,ARN",1022000.0,2157.0,VCP,ARN,10909.756676190817
641,"YYZ,MEL",1592000.0,1338.0,YYZ,MEL,16251.71636474605
642,"VCP,ORD",1133000.0,3281.0,VCP,ORD,8352.981691241705
643,"VCP,IST",3210000.0,6563.0,VCP,IST,10576.282761657836
644,"YYZ,GRU",985000.0,830.0,YYZ,GRU,8193.730270883043
645,"VCP,PHX",1186000.0,2924.0,VCP,PHX,9300.407225606508
646,"VCP,LHR",876000.0,1689.0,VCP,LHR,9448.298171936534
647,"YYZ,SCL",996000.0,663.0,YYZ,SCL,8616.71434364905
648,"VCP,ATL",1118000.0,3295.0,VCP,ATL,7433.287881109125
649,"VCP,MIA",927500.0,1710.0,VCP,MIA,6495.567055395315
650,"YYZ,SZX",1461500.0,3960.0,YYZ,SZX,12514.365368149627
651,"VCP,FLL",1156000.0,3280.0,VCP,FLL,6512.537738689637
652,"VCP,CLT",1133500.0,3123.0,VCP,CLT,7389.430419533023
653,"VCP,ZRH",914000.0,1750.0,VCP,ZRH,9607.126257412696
654,"YYZ,XIY",1595000.0,2760.0,YYZ,XIY,11286.606388709597
655,"VCP,SEA",1321000.0,3183.0,VCP,SEA,10829.506438958448
656,"YYZ,SYD",1535000.0,1306.0,YYZ,SYD,15554.741647193752
657,"YYZ,CGO",1441000.0,2494.0,YYZ,CGO,11213.454581522403
658,"VCP,JFK",992000.0,938.0,VCP,JFK,7594.757743847883
659,"YYZ,DUB",672000.0,807.5,YYZ,DUB,5260.987306186392
660,"YYZ,BRU",698000.0,831.0,YYZ,BRU,6044.398923582587
661,"YYZ,CDG",674000.0,709.0,YYZ,CDG,6019.848937498426
662,"YYZ,AEP",1081000.0,1008.0,YYZ,AEP,8961.132382146006
663,"YYZ,VCP",1079000.0,2442.0,YYZ,VCP,8122.632658862633
664,"YYZ,VIE",756000.0,874.0,YYZ,VIE,6948.277850150884
665,"YYZ,BOM",1412500.0,1202.5,YYZ,BOM,12493.64836496524
666,"YYZ,CTU",1750000.0,4005.0,YYZ,CTU,11750.198784236756
667,"YYZ,CNF",1032500.0,1079.0,YYZ,CNF,7921.791436299196
668,"YYZ,MXP",743000.0,844.0,YYZ,MXP,6611.539953333581
669,"YYZ,SHA",1563000.0,3353.0,YYZ,SHA,11420.480347264953
670,"YYZ,CAN",1533000.0,3688.0,YYZ,CAN,12441.30310875646
671,"YYZ,HGH",2142500.0,3869.0,YYZ,HGH,11546.900828426194
672,"YYZ,NBO",1329000.0,1142.0,YYZ,NBO,12212.213148427652
673,"YYZ,CPH",747000.0,1112.0,YYZ,CPH,6269.450358266297
674,"YYZ,PEK",1467000.0,3484.0,YYZ,PEK,10560.765035069962
675,"YYZ,CMN",771000.0,865.0,YYZ,CMN,6173.856590718311
676,"YYZ,PVG",1532000.0,3223.0,YYZ,PVG,11414.355969391978
677,"YYZ,PTY",593000.0,658.0,YYZ,PTY,3848.0684238826248
678,"YYZ,ADD",1173000.0,1301.0,YYZ,ADD,11501.403125202745
679,"YYZ,BOG",615000.0,396.0,YYZ,BOG,4367.196381506626
680,"YYZ,MUC",707000.0,854.0,YYZ,MUC,6640.953650924721
681,"YYZ,CAI",951000.0,950.0,YYZ,CAI,9228.25064890026
682,"YYZ,LIS",747000.0,887.0,YYZ,LIS,5740.4646632181975
683,"YYZ,DEL",1253000.0,1208.5,YYZ,DEL,11639.185810456609
684,"YYZ,FRA",677000.0,836.0,YYZ,FRA,6343.970431774902
685,"YYZ,SVO",1359000.0,3800.0,YYZ,SVO,7466.729065392599
686,"YYZ,CGK",1891000.0,2676.0,YYZ,CGK,15794.53921809351
687,"YYZ,ATH",839000.0,894.0,YYZ,ATH,8128.49523356472
688,"YYZ,JNB",1502000.0,1113.0,YYZ,JNB,13369.538255324667
689,"YYZ,NRT",1300500.0,1022.0,YYZ,NRT,10299.596232475262
690,"YYZ,BLR",1500000.0,1312.5,YYZ,BLR,13285.40254598218
691,"YYZ,MAD",731000.0,798.0,YYZ,MAD,6060.012572643299
692,"YYZ,MEX",482000.0,321.0,YYZ,MEX,3246.6656933310383
693,"YYZ,BKK",1572000.0,2020.0,YYZ,BKK,13637.019350582805
694,"YYZ,DXB",1155000.0,1138.0,YYZ,DXB,11082.190197891827
695,"YYZ,HND",1422000.0,1058.0,YYZ,HND,10345.86603028433
696,"YYZ,OSL",776000.0,1093.0,YYZ,OSL,5951.332900889528
697,"YYZ,MAN",732000.0,937.0,YYZ,MAN,5511.388452493252
698,"YYZ,KUL",1858000.0,3225.0,YYZ,KUL,14851.370416117337
699,"YYZ,MNL",1693000.0,3168.0,YYZ,MNL,13213.049264023291
700,"YYZ,AMS",690000.0,771.0,YYZ,AMS,5989.661249753971
701,"YYZ,LAX",478000.0,438.0,YYZ,LAX,3493.9481090046993
702,"YYZ,FCO",775000.0,825.0,YYZ,FCO,7085.631074114218
703,"YYZ,LIM",715000.0,524.0,YYZ,LIM,6198.716203351745
704,"YYZ,MCO",308000.0,340.0,YYZ,MCO,1702.0758057616956
705,"YYZ,SIN",1817000.0,2071.0,YYZ,SIN,14995.25766261808
706,"YYZ,DOH",1227000.0,868.0,YYZ,DOH,10878.54349743335
707,"YYZ,IAH",360000.0,379.0,YYZ,IAH,2060.0815779209825
708,"YYZ,ICN",1304000.0,1654.0,YYZ,ICN,10616.636586759903
709,"YYZ,DME",1268000.0,4107.0,YYZ,DME,7533.194323154532
710,"YYZ,SFO",493000.0,376.0,YYZ,SFO,3627.2960565352373
711,"YYZ,TPE",1571000.0,1394.0,YYZ,TPE,12078.77415745239
712,"YYZ,CPT",1771000.0,1309.0,YYZ,CPT,13137.189343962542
713,"SCL,ALG",1296500.0,2707.5,SCL,ALG,10930.274425185899
714,"YYZ,SAW",982000.0,1215.0,YYZ,SAW,8234.56675982654
715,"YYZ,ARN",780000.0,1089.0,YYZ,ARN,6312.882844210768
716,"SCL,MEL",2228000.0,1890.0,SCL,MEL,11295.398131677659
717,"YYZ,IST",876000.0,977.0,YYZ,IST,8171.897118134896
718,"YYZ,LGW",822000.0,702.0,YYZ,LGW,5739.195244162366
719,"SCL,GRU",511000.0,613.0,SCL,GRU,2614.0788794281452
720,"YYZ,LHR",683000.0,683.5,YYZ,LHR,5707.053460050177
721,"YYZ,ORD",276000.0,238.0,YYZ,ORD,700.352684753407
722,"SCL,YYZ",1012000.0,908.0,SCL,YYZ,8616.71434364905
723,"YYZ,ATL",285000.0,355.0,YYZ,ATL,1191.0770519839973
724,"YYZ,PHX",446000.0,341.0,YYZ,PHX,3013.415135142409
725,"SCL,SZX",2178000.0,4281.0,SCL,SZX,18737.46272516797
726,"SCL,XIY",2148000.0,4185.0,SCL,XIY,19890.35878601779
727,"SCL,CGO",2096000.0,3946.0,SCL,CGO,19570.3871324998
728,"YYZ,MIA",323000.0,277.0,YYZ,MIA,1989.5062692031902
729,"YYZ,CLT",264000.0,306.0,YYZ,CLT,947.7522896582761
730,"SCL,DUB",1318000.0,2155.0,SCL,DUB,11472.359653869582
731,"YYZ,FLL",327000.0,304.0,YYZ,FLL,1958.1104270058675
732,"YYZ,SEA",445000.0,442.0,YYZ,SEA,3306.641002167468
733,"SCL,CDG",1316000.0,1973.0,SCL,CDG,11672.849942755282
734,"YYZ,ZRH",713000.0,871.0,YYZ,ZRH,6490.664195024221
735,"YYZ,JFK",324000.0,445.0,YYZ,JFK,588.5961316237577
736,"SCL,SYD",2033000.0,1519.0,SCL,SYD,11340.343980158423
